Comment,Polarity,Subjectivity,Channel
These are the same woke sheep who support Ukraine all trails lead back to the swamp Trump tried to drain Enjoy your high energy bills you voted for it,0.14,0.29125,The Independent
They re just a bunch of good for nothing narcissists,0.7,0.6000000000000001,The Times
Why police is taking no action and they are causing public nuisance,-0.025,0.08333333333333334,The Times
What s the farthest a pepper spray will spray br br I d like to see people from balconies pepper spraying these idiots br br If they do it from a distance I d imagine it could be hard to prove who did what and from where br br Once these idiots are pepper sprayed just drag them to the side of the road and you re good,-0.2583333333333334,0.5625,The Times
Boiling water would of worked better,0.5,0.5,The Times
Awwww look at the street someone need attention Lol,0.65,0.8,The Times
Ha ha ha love it somebody should show these idiots how much oil they themselves consume in their daily lives do these twats want to go back to the Stone age,-0.020000000000000007,0.31999999999999995,The Times
Looked scripted to me br All this time letting them get away with it on major roads Then on an insignificant road four protesters with a film crew are now educated and threatened with arrest by a cop The whole crap is scripted,-0.146875,0.42500000000000004,The Times
Pointless Protest,-0.25,0.5,The Times
Aren t their high vis vests made from polyester,0.16,0.5399999999999999,The Times
Attention whores that do nothing but make things worse Wouldn t be surprised if the oil industry controls them to make fools of themselves,-0.15000000000000002,0.75,The Times
Put these low lifes to work,0.0,0.3,The Times
Stop oil should be called SOCIOPATHS UNITED,0.0,0.0,The Times
Give that man a prison sentence,0.0,0.0,The Times
Useless cops,-0.5,0.2,The Times
That s what happens when you major in gender studies,0.0625,0.5,The Times
It should have been piss,0.0,0.0,The Times
Bolidi hippy che fumano droga vai a trovarti un lavoro,0.0,0.0,The Times
I understand their message and I support their movement but I hate when they are messing other people s lives as their method This is unacceptable and a terrible way to get their message through,-0.6416666666666667,0.7583333333333333,The Times
good thing you can 39 t own guns in the Uk,0.6499999999999999,0.8,The Times
It takes a lot of courage,0.0,0.0,The Times
Just start dishing out a couple of stone cold Steve Austin s stunners and then they will clear the street fast,-0.09999999999999998,0.6611111111111111,The Times
In the United States we call this a speed bump,0.0,0.0,The Times
Protesters are selfish and idiots They all need to go and get out and get a job like the rest of the world has to do We are all the cause of climate change and now we all have to deal with it,-0.65,0.9,The Times
Hasn 39 t everyone figured it out yet Oil is not what is changing the climate And you can 39 t bribe nature with money,0.0,0.0,The Times
It must be nice to selectively dictate what should be important to people They protest oil while wearing clothing vests shoes glasses backpacks signs and the writing on those signs was all because of oil I guess that 39 s besides the point They surround themselves with plastics then one day decide that plastic is bad But don 39 t change No no No need for that Just sit in traffic and hold this plastic sign written on with oil based markers Their hypocrisy knows no bounds,0.10000000000000005,0.8888888888888888,The Times
Just wished he threw some used engine oil,0.0,0.0,The Times
These protests are usually done by jobless unskilled unmotivated parasites to the society br Since they can t and do not want to do anything productive all they can do is FEEL that they are holier beings,-0.25,0.25,The Times
Next he should use bricks,0.0,0.0,The Times
Not making any difference stupid people br Start a program and spread awarness if u r that concern don 39 t just create public nuisance,-0.39999999999999997,0.5333333333333333,The Times
Problem of the world WHITE PEOPLE,0.0,0.0,The Times
I 39 m America the police will pepper spray collage students sitting in the grass protesting Here they let protesters damage people 39 s live with no accountability,0.13636363636363635,0.5,The Times
Why aren t they throw these assholes in jail,-0.1,0.0,The Times
I love the way the protesters always come across as morons,-0.15000000000000002,0.8,The Times
I 39 ve watched a few of these videos and I 39 m just about done They 39 re all the same NOTHING GETS ACCOMPLISHED I 39 m not a violent or vengeful man but I hate seeing these morons get away with their kak,-0.20000000000000004,0.6041666666666666,The Times
Why don 39 t people see what they are driving and if they have gas heaters and if they do turn them off and see them cry Oh and turn the electric off to,0.0,0.0,The Times
people should drench these people in cooking oil,0.0,0.0,The Times
The way to get people to stop driving is to get them jailed for murdering you,0.0,0.0,The Times
Their leaders and organizers do it for pay The sheep do it for the quasi sexual gratification I mean they cannot get satisfied any other way except to be the direct cause of other people frustration It 39 s a known sexual deviation and the organisation is very good in recruiting people with this particular kink Of course none of them give two fcks about oil and other green stuff That 39 s actually part of the plan to destroy the credibility of anyone who does care about the environment,0.12224358974358976,0.4917307692307692,The Times
I was hoping he 39 d drenched them with something more potent,0.5,0.5,The Times
Vol gas eroverheen,0.0,0.0,The Times
Those 6 maroons don 39 t realize their homes are heated and cooled by fossil fuel br Fossil fuel made the road they are standing on br the clothes they wear br the fertilizers for the food they eat br i and the signboards they 39 re carrying i,0.0,0.0,The Times
